Mode,Indicator,Date,Current,Week Number,Year
Aviation,U.S. Domestic Commercial Flights (Departures),12/28/2020,"18,515",53,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/29/2020,"19,350",53,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/30/2020,"19,876",53,2020
Aviation,U.S. Domestic Commercial Flights (Departures),12/31/2020,"14,964",53,2020
Aviation,U.S. International Commercial Flights (Departures),1/1/2019,"4,360",53,2019
Aviation,U.S. International Commercial Flights (Departures),1/2/2019,"4,709",53,2019
Aviation,U.S. International Commercial Flights (Departures),1/3/2019,"4,645",53,2019
Aviation,U.S. International Commercial Flights (Departures),1/4/2019,"4,727",53,2019
Aviation,U.S. International Commercial Flights (Departures),1/5/2019,"5,026",53,2019
Aviation,U.S. International Commercial Flights (Departures),1/6/2019,"4,636",2,2019
Aviation,U.S. International Commercial Flights (Departures),1/7/2019,"4,383",2,2019
Aviation,U.S. International Commercial Flights (Departures),1/8/2019,"4,065",2,2019
Aviation,U.S. International Commercial Flights (Departures),1/9/2019,"4,153",2,2019
Aviation,U.S. International Commercial Flights (Departures),1/10/2019,"4,308",2,2019
Aviation,U.S. International Commercial Flights (Departures),1/11/2019,"4,383",2,2019
Aviation,U.S. International Commercial Flights (Departures),1/12/2019,"4,619",2,2019
Aviation,U.S. International Commercial Flights (Departures),1/13/2019,"4,361",3,2019
Aviation,U.S. International Commercial Flights (Departures),1/14/2019,"4,200",3,2019
Aviation,U.S. International Commercial Flights (Departures),1/15/2019,"3,914",3,2019
Aviation,U.S. International Commercial Flights (Departures),1/16/2019,"4,103",3,2019
Aviation,U.S. International Commercial Flights (Departures),1/17/2019,"4,314",3,2019
Aviation,U.S. International Commercial Flights (Departures),1/18/2019,"4,394",3,2019
Aviation,U.S. International Commercial Flights (Departures),1/19/2019,"4,386",3,2019
Aviation,U.S. International Commercial Flights (Departures),1/20/2019,"4,117",4,2019
Aviation,U.S. International Commercial Flights (Departures),1/21/2019,"4,161",4,2019
Aviation,U.S. International Commercial Flights (Departures),1/22/2019,"3,832",4,2019
Aviation,U.S. International Commercial Flights (Departures),1/23/2019,"3,963",4,2019
Aviation,U.S. International Commercial Flights (Departures),1/24/2019,"4,172",4,2019
Aviation,U.S. International Commercial Flights (Departures),1/25/2019,"4,338",4,2019
Aviation,U.S. International Commercial Flights (Departures),1/26/2019,"4,558",4,2019
Aviation,U.S. International Commercial Flights (Departures),1/27/2019,"4,308",5,2019
Aviation,U.S. International Commercial Flights (Departures),1/28/2019,"3,946",5,2019
Aviation,U.S. International Commercial Flights (Departures),1/29/2019,"3,710",5,2019
Aviation,U.S. International Commercial Flights (Departures),1/30/2019,"3,835",5,2019
Aviation,U.S. International Commercial Flights (Departures),1/31/2019,"4,038",5,2019
Aviation,U.S. International Commercial Flights (Departures),2/1/2019,"4,233",5,2019
Aviation,U.S. International Commercial Flights (Departures),2/2/2019,"4,516",5,2019
Aviation,U.S. International Commercial Flights (Departures),2/3/2019,"4,223",6,2019
Aviation,U.S. International Commercial Flights (Departures),2/4/2019,"4,073",6,2019
Aviation,U.S. International Commercial Flights (Departures),2/5/2019,"3,785",6,2019
Aviation,U.S. International Commercial Flights (Departures),2/6/2019,"3,801",6,2019
Aviation,U.S. International Commercial Flights (Departures),2/7/2019,"4,108",6,2019
Aviation,U.S. International Commercial Flights (Departures),2/8/2019,"4,229",6,2019
Aviation,U.S. International Commercial Flights (Departures),2/9/2019,"4,518",6,2019
Aviation,U.S. International Commercial Flights (Departures),2/10/2019,"4,275",7,2019
Aviation,U.S. International Commercial Flights (Departures),2/11/2019,"4,083",7,2019
Aviation,U.S. International Commercial Flights (Departures),2/12/2019,"3,481",7,2019
Aviation,U.S. International Commercial Flights (Departures),2/13/2019,"3,817",7,2019
Aviation,U.S. International Commercial Flights (Departures),2/14/2019,"4,263",7,2019
Aviation,U.S. International Commercial Flights (Departures),2/15/2019,"4,432",7,2019
Aviation,U.S. International Commercial Flights (Departures),2/16/2019,"4,736",7,2019
Aviation,U.S. International Commercial Flights (Departures),2/17/2019,"4,341",8,2019
Aviation,U.S. International Commercial Flights (Departures),2/18/2019,"4,243",8,2019
Aviation,U.S. International Commercial Flights (Departures),2/19/2019,"4,044",8,2019
Aviation,U.S. International Commercial Flights (Departures),2/20/2019,"4,003",8,2019
Aviation,U.S. International Commercial Flights (Departures),2/21/2019,"4,306",8,2019
Aviation,U.S. International Commercial Flights (Departures),2/22/2019,"4,455",8,2019
Aviation,U.S. International Commercial Flights (Departures),2/23/2019,"4,775",8,2019
Aviation,U.S. International Commercial Flights (Departures),2/24/2019,"4,387",9,2019
Aviation,U.S. International Commercial Flights (Departures),2/25/2019,"4,243",9,2019
Aviation,U.S. International Commercial Flights (Departures),2/26/2019,"4,087",9,2019
Aviation,U.S. International Commercial Flights (Departures),2/27/2019,"4,134",9,2019
Aviation,U.S. International Commercial Flights (Departures),2/28/2019,"4,379",9,2019
Aviation,U.S. International Commercial Flights (Departures),3/1/2019,"4,463",9,2019
Aviation,U.S. International Commercial Flights (Departures),3/2/2019,"4,788",9,2019
Aviation,U.S. International Commercial Flights (Departures),3/3/2019,"4,450",10,2019
Aviation,U.S. International Commercial Flights (Departures),3/4/2019,"4,286",10,2019
Aviation,U.S. International Commercial Flights (Departures),3/5/2019,"4,159",10,2019
Aviation,U.S. International Commercial Flights (Departures),3/6/2019,"4,234",10,2019
Aviation,U.S. International Commercial Flights (Departures),3/7/2019,"4,443",10,2019
Aviation,U.S. International Commercial Flights (Departures),3/8/2019,"4,528",10,2019
Aviation,U.S. International Commercial Flights (Departures),3/9/2019,"4,902",10,2019
Aviation,U.S. International Commercial Flights (Departures),3/10/2019,"4,588",11,2019
Aviation,U.S. International Commercial Flights (Departures),3/11/2019,"4,428",11,2019
Aviation,U.S. International Commercial Flights (Departures),3/12/2019,"4,208",11,2019
Aviation,U.S. International Commercial Flights (Departures),3/13/2019,"4,257",11,2019
Aviation,U.S. International Commercial Flights (Departures),3/14/2019,"4,408",11,2019
Aviation,U.S. International Commercial Flights (Departures),3/15/2019,"4,469",11,2019
Aviation,U.S. International Commercial Flights (Departures),3/16/2019,"4,889",11,2019
Aviation,U.S. International Commercial Flights (Departures),3/17/2019,"4,510",12,2019
Aviation,U.S. International Commercial Flights (Departures),3/18/2019,"4,350",12,2019
Aviation,U.S. International Commercial Flights (Departures),3/19/2019,"4,123",12,2019
Aviation,U.S. International Commercial Flights (Departures),3/20/2019,"4,300",12,2019
Aviation,U.S. International Commercial Flights (Departures),3/21/2019,"4,419",12,2019
Aviation,U.S. International Commercial Flights (Departures),3/22/2019,"4,407",12,2019
Aviation,U.S. International Commercial Flights (Departures),3/23/2019,"4,834",12,2019
Aviation,U.S. International Commercial Flights (Departures),3/24/2019,"4,532",13,2019
Aviation,U.S. International Commercial Flights (Departures),3/25/2019,"4,404",13,2019
Aviation,U.S. International Commercial Flights (Departures),3/26/2019,"4,150",13,2019
Aviation,U.S. International Commercial Flights (Departures),3/27/2019,"4,347",13,2019
Aviation,U.S. International Commercial Flights (Departures),3/28/2019,"4,448",13,2019
Aviation,U.S. International Commercial Flights (Departures),3/29/2019,"4,517",13,2019
Aviation,U.S. International Commercial Flights (Departures),3/30/2019,"4,900",13,2019
Aviation,U.S. International Commercial Flights (Departures),3/31/2019,"4,619",14,2019
Aviation,U.S. International Commercial Flights (Departures),4/1/2019,"4,404",14,2019
Aviation,U.S. International Commercial Flights (Departures),4/2/2019,"4,181",14,2019
Aviation,U.S. International Commercial Flights (Departures),4/3/2019,"4,336",14,2019
Aviation,U.S. International Commercial Flights (Departures),4/4/2019,"4,457",14,2019
Aviation,U.S. International Commercial Flights (Departures),4/5/2019,"4,481",14,2019
Aviation,U.S. International Commercial Flights (Departures),4/6/2019,"4,804",14,2019
Aviation,U.S. International Commercial Flights (Departures),4/7/2019,"4,530",15,2019
Aviation,U.S. International Commercial Flights (Departures),4/8/2019,"4,306",15,2019
Aviation,U.S. International Commercial Flights (Departures),4/9/2019,"4,146",15,2019
Aviation,U.S. International Commercial Flights (Departures),4/10/2019,"4,270",15,2019
Aviation,U.S. International Commercial Flights (Departures),4/11/2019,"4,397",15,2019
Aviation,U.S. International Commercial Flights (Departures),4/12/2019,"4,508",15,2019
Aviation,U.S. International Commercial Flights (Departures),4/13/2019,"4,767",15,2019
Aviation,U.S. International Commercial Flights (Departures),4/14/2019,"4,434",16,2019
Aviation,U.S. International Commercial Flights (Departures),4/15/2019,"4,311",16,2019
Aviation,U.S. International Commercial Flights (Departures),4/16/2019,"4,158",16,2019
Aviation,U.S. International Commercial Flights (Departures),4/17/2019,"4,329",16,2019
Aviation,U.S. International Commercial Flights (Departures),4/18/2019,"4,455",16,2019
Aviation,U.S. International Commercial Flights (Departures),4/19/2019,"4,394",16,2019
Aviation,U.S. International Commercial Flights (Departures),4/20/2019,"4,803",16,2019
Aviation,U.S. International Commercial Flights (Departures),4/21/2019,"4,536",17,2019
Aviation,U.S. International Commercial Flights (Departures),4/22/2019,"4,337",17,2019
Aviation,U.S. International Commercial Flights (Departures),4/23/2019,"4,222",17,2019
Aviation,U.S. International Commercial Flights (Departures),4/24/2019,"4,344",17,2019
Aviation,U.S. International Commercial Flights (Departures),4/25/2019,"4,430",17,2019
Aviation,U.S. International Commercial Flights (Departures),4/26/2019,"4,411",17,2019
Aviation,U.S. International Commercial Flights (Departures),4/27/2019,"4,764",17,2019
Aviation,U.S. International Commercial Flights (Departures),4/28/2019,"4,506",18,2019
Aviation,U.S. International Commercial Flights (Departures),4/29/2019,"4,320",18,2019
Aviation,U.S. International Commercial Flights (Departures),4/30/2019,"4,143",18,2019
Aviation,U.S. International Commercial Flights (Departures),5/1/2019,"4,247",18,2019
Aviation,U.S. International Commercial Flights (Departures),5/2/2019,"4,313",18,2019
Aviation,U.S. International Commercial Flights (Departures),5/3/2019,"4,348",18,2019
Aviation,U.S. International Commercial Flights (Departures),5/4/2019,"4,644",18,2019
Aviation,U.S. International Commercial Flights (Departures),5/5/2019,"4,414",19,2019
Aviation,U.S. International Commercial Flights (Departures),5/6/2019,"4,302",19,2019
Aviation,U.S. International Commercial Flights (Departures),5/7/2019,"4,145",19,2019
Aviation,U.S. International Commercial Flights (Departures),5/8/2019,"4,249",19,2019
Aviation,U.S. International Commercial Flights (Departures),5/9/2019,"4,354",19,2019
Aviation,U.S. International Commercial Flights (Departures),5/10/2019,"4,401",19,2019
Aviation,U.S. International Commercial Flights (Departures),5/11/2019,"4,611",19,2019
Aviation,U.S. International Commercial Flights (Departures),5/12/2019,"4,394",20,2019
Aviation,U.S. International Commercial Flights (Departures),5/13/2019,"4,285",20,2019
Aviation,U.S. International Commercial Flights (Departures),5/14/2019,"4,207",20,2019
Aviation,U.S. International Commercial Flights (Departures),5/15/2019,"4,293",20,2019
Aviation,U.S. International Commercial Flights (Departures),5/16/2019,"4,416",20,2019
Aviation,U.S. International Commercial Flights (Departures),5/17/2019,"4,410",20,2019
Aviation,U.S. International Commercial Flights (Departures),5/18/2019,"4,649",20,2019
Aviation,U.S. International Commercial Flights (Departures),5/19/2019,"4,429",21,2019
Aviation,U.S. International Commercial Flights (Departures),5/20/2019,"4,313",21,2019
Aviation,U.S. International Commercial Flights (Departures),5/21/2019,"4,202",21,2019
Aviation,U.S. International Commercial Flights (Departures),5/22/2019,"4,309",21,2019
Aviation,U.S. International Commercial Flights (Departures),5/23/2019,"4,433",21,2019
Aviation,U.S. International Commercial Flights (Departures),5/24/2019,"4,473",21,2019
Aviation,U.S. International Commercial Flights (Departures),5/25/2019,"4,685",21,2019
Aviation,U.S. International Commercial Flights (Departures),5/26/2019,"4,390",22,2019
Aviation,U.S. International Commercial Flights (Departures),5/27/2019,"4,329",22,2019
Aviation,U.S. International Commercial Flights (Departures),5/28/2019,"4,192",22,2019
Aviation,U.S. International Commercial Flights (Departures),5/29/2019,"4,204",22,2019
Aviation,U.S. International Commercial Flights (Departures),5/30/2019,"4,413",22,2019
Aviation,U.S. International Commercial Flights (Departures),5/31/2019,"4,486",22,2019
Aviation,U.S. International Commercial Flights (Departures),6/1/2019,"4,712",22,2019
Aviation,U.S. International Commercial Flights (Departures),6/2/2019,"4,479",23,2019
Aviation,U.S. International Commercial Flights (Departures),6/3/2019,"4,371",23,2019
Aviation,U.S. International Commercial Flights (Departures),6/4/2019,"4,296",23,2019
Aviation,U.S. International Commercial Flights (Departures),6/5/2019,"4,344",23,2019
Aviation,U.S. International Commercial Flights (Departures),6/6/2019,"4,613",23,2019
Aviation,U.S. International Commercial Flights (Departures),6/7/2019,"4,661",23,2019
Aviation,U.S. International Commercial Flights (Departures),6/8/2019,"4,941",23,2019
Aviation,U.S. International Commercial Flights (Departures),6/9/2019,"4,656",24,2019
Aviation,U.S. International Commercial Flights (Departures),6/10/2019,"4,537",24,2019
Aviation,U.S. International Commercial Flights (Departures),6/11/2019,"4,496",24,2019
Aviation,U.S. International Commercial Flights (Departures),6/12/2019,"4,570",24,2019
Aviation,U.S. International Commercial Flights (Departures),6/13/2019,"4,645",24,2019
Aviation,U.S. International Commercial Flights (Departures),6/14/2019,"4,686",24,2019
Aviation,U.S. International Commercial Flights (Departures),6/15/2019,"5,002",24,2019
Aviation,U.S. International Commercial Flights (Departures),6/16/2019,"4,695",25,2019
Aviation,U.S. International Commercial Flights (Departures),6/17/2019,"4,583",25,2019
Aviation,U.S. International Commercial Flights (Departures),6/18/2019,"4,492",25,2019
Aviation,U.S. International Commercial Flights (Departures),6/19/2019,"4,618",25,2019
Aviation,U.S. International Commercial Flights (Departures),6/20/2019,"4,632",25,2019
Aviation,U.S. International Commercial Flights (Departures),6/21/2019,"4,750",25,2019
Aviation,U.S. International Commercial Flights (Departures),6/22/2019,"5,087",25,2019
Aviation,U.S. International Commercial Flights (Departures),6/23/2019,"4,760",26,2019
Aviation,U.S. International Commercial Flights (Departures),6/24/2019,"4,639",26,2019
Aviation,U.S. International Commercial Flights (Departures),6/25/2019,"4,566",26,2019
Aviation,U.S. International Commercial Flights (Departures),6/26/2019,"4,659",26,2019
Aviation,U.S. International Commercial Flights (Departures),6/27/2019,"4,726",26,2019
Aviation,U.S. International Commercial Flights (Departures),6/28/2019,"4,730",26,2019
Aviation,U.S. International Commercial Flights (Departures),6/29/2019,"4,978",26,2019
Aviation,U.S. International Commercial Flights (Departures),6/30/2019,"4,754",27,2019
Aviation,U.S. International Commercial Flights (Departures),7/1/2019,"4,642",27,2019
Aviation,U.S. International Commercial Flights (Departures),7/2/2019,"4,576",27,2019
Aviation,U.S. International Commercial Flights (Departures),7/3/2019,"4,675",27,2019
Aviation,U.S. International Commercial Flights (Departures),7/4/2019,"4,626",27,2019
Aviation,U.S. International Commercial Flights (Departures),7/5/2019,"4,663",27,2019
Aviation,U.S. International Commercial Flights (Departures),7/6/2019,"5,000",27,2019
Aviation,U.S. International Commercial Flights (Departures),7/7/2019,"4,842",28,2019
Aviation,U.S. International Commercial Flights (Departures),7/8/2019,"4,672",28,2019
Aviation,U.S. International Commercial Flights (Departures),7/9/2019,"4,639",28,2019
Aviation,U.S. International Commercial Flights (Departures),7/10/2019,"4,670",28,2019
Aviation,U.S. International Commercial Flights (Departures),7/11/2019,"4,620",28,2019
Aviation,U.S. International Commercial Flights (Departures),7/12/2019,"4,766",28,2019
Aviation,U.S. International Commercial Flights (Departures),7/13/2019,"5,109",28,2019
Aviation,U.S. International Commercial Flights (Departures),7/14/2019,"4,848",29,2019
Aviation,U.S. International Commercial Flights (Departures),7/15/2019,"4,673",29,2019
Aviation,U.S. International Commercial Flights (Departures),7/16/2019,"4,622",29,2019
Aviation,U.S. International Commercial Flights (Departures),7/17/2019,"4,574",29,2019
Aviation,U.S. International Commercial Flights (Departures),7/18/2019,"4,671",29,2019
Aviation,U.S. International Commercial Flights (Departures),7/19/2019,"4,780",29,2019
Aviation,U.S. International Commercial Flights (Departures),7/20/2019,"5,142",29,2019
Aviation,U.S. International Commercial Flights (Departures),7/21/2019,"4,791",30,2019
Aviation,U.S. International Commercial Flights (Departures),7/22/2019,"4,571",30,2019
Aviation,U.S. International Commercial Flights (Departures),7/23/2019,"4,587",30,2019
Aviation,U.S. International Commercial Flights (Departures),7/24/2019,"4,665",30,2019
Aviation,U.S. International Commercial Flights (Departures),7/25/2019,"4,733",30,2019
Aviation,U.S. International Commercial Flights (Departures),7/26/2019,"4,794",30,2019
Aviation,U.S. International Commercial Flights (Departures),7/27/2019,"5,157",30,2019
Aviation,U.S. International Commercial Flights (Departures),7/28/2019,"4,844",31,2019
Aviation,U.S. International Commercial Flights (Departures),7/29/2019,"4,658",31,2019
Aviation,U.S. International Commercial Flights (Departures),7/30/2019,"4,594",31,2019
Aviation,U.S. International Commercial Flights (Departures),7/31/2019,"4,570",31,2019
Aviation,U.S. International Commercial Flights (Departures),8/1/2019,"4,728",31,2019
Aviation,U.S. International Commercial Flights (Departures),8/2/2019,"4,736",31,2019
Aviation,U.S. International Commercial Flights (Departures),8/3/2019,"5,134",31,2019
Aviation,U.S. International Commercial Flights (Departures),8/4/2019,"4,833",32,2019
Aviation,U.S. International Commercial Flights (Departures),8/5/2019,"4,670",32,2019
Aviation,U.S. International Commercial Flights (Departures),8/6/2019,"4,549",32,2019
Aviation,U.S. International Commercial Flights (Departures),8/7/2019,"4,468",32,2019
Aviation,U.S. International Commercial Flights (Departures),8/8/2019,"4,630",32,2019
Aviation,U.S. International Commercial Flights (Departures),8/9/2019,"4,737",32,2019
Aviation,U.S. International Commercial Flights (Departures),8/10/2019,"5,050",32,2019
Aviation,U.S. International Commercial Flights (Departures),8/11/2019,"4,804",33,2019
Aviation,U.S. International Commercial Flights (Departures),8/12/2019,"4,655",33,2019
Aviation,U.S. International Commercial Flights (Departures),8/13/2019,"4,532",33,2019
Aviation,U.S. International Commercial Flights (Departures),8/14/2019,"4,600",33,2019
Aviation,U.S. International Commercial Flights (Departures),8/15/2019,"4,632",33,2019
Aviation,U.S. International Commercial Flights (Departures),8/16/2019,"4,704",33,2019
Aviation,U.S. International Commercial Flights (Departures),8/17/2019,"4,964",33,2019
Aviation,U.S. International Commercial Flights (Departures),8/18/2019,"4,654",34,2019
Aviation,U.S. International Commercial Flights (Departures),8/19/2019,"4,563",34,2019
Aviation,U.S. International Commercial Flights (Departures),8/20/2019,"4,278",34,2019
Aviation,U.S. International Commercial Flights (Departures),8/21/2019,"4,315",34,2019
Aviation,U.S. International Commercial Flights (Departures),8/22/2019,"4,405",34,2019
Aviation,U.S. International Commercial Flights (Departures),8/23/2019,"4,493",34,2019
Aviation,U.S. International Commercial Flights (Departures),8/24/2019,"4,603",34,2019
Aviation,U.S. International Commercial Flights (Departures),8/25/2019,"4,484",35,2019
Aviation,U.S. International Commercial Flights (Departures),8/26/2019,"4,413",35,2019
Aviation,U.S. International Commercial Flights (Departures),8/27/2019,"4,276",35,2019
Aviation,U.S. International Commercial Flights (Departures),8/28/2019,"4,311",35,2019
Aviation,U.S. International Commercial Flights (Departures),8/29/2019,"4,457",35,2019
Aviation,U.S. International Commercial Flights (Departures),8/30/2019,"4,476",35,2019
Aviation,U.S. International Commercial Flights (Departures),8/31/2019,"4,476",35,2019
Aviation,U.S. International Commercial Flights (Departures),9/1/2019,"4,181",36,2019
Aviation,U.S. International Commercial Flights (Departures),9/2/2019,"3,947",36,2019
Aviation,U.S. International Commercial Flights (Departures),9/3/2019,"3,809",36,2019
Aviation,U.S. International Commercial Flights (Departures),9/4/2019,"4,024",36,2019
Aviation,U.S. International Commercial Flights (Departures),9/5/2019,"4,140",36,2019
Aviation,U.S. International Commercial Flights (Departures),9/6/2019,"4,167",36,2019
Aviation,U.S. International Commercial Flights (Departures),9/7/2019,"4,229",36,2019
Aviation,U.S. International Commercial Flights (Departures),9/8/2019,"4,190",37,2019
Aviation,U.S. International Commercial Flights (Departures),9/9/2019,"4,033",37,2019
Aviation,U.S. International Commercial Flights (Departures),9/10/2019,"3,909",37,2019
Aviation,U.S. International Commercial Flights (Departures),9/11/2019,"4,004",37,2019
Aviation,U.S. International Commercial Flights (Departures),9/12/2019,"4,185",37,2019
Aviation,U.S. International Commercial Flights (Departures),9/13/2019,"4,190",37,2019
Aviation,U.S. International Commercial Flights (Departures),9/14/2019,"4,247",37,2019
Aviation,U.S. International Commercial Flights (Departures),9/15/2019,"4,174",38,2019
Aviation,U.S. International Commercial Flights (Departures),9/16/2019,"4,095",38,2019
Aviation,U.S. International Commercial Flights (Departures),9/17/2019,"3,929",38,2019
Aviation,U.S. International Commercial Flights (Departures),9/18/2019,"3,997",38,2019
Aviation,U.S. International Commercial Flights (Departures),9/19/2019,"3,962",38,2019
Aviation,U.S. International Commercial Flights (Departures),9/20/2019,"4,078",38,2019
Aviation,U.S. International Commercial Flights (Departures),9/21/2019,"4,168",38,2019
Aviation,U.S. International Commercial Flights (Departures),9/22/2019,"4,158",39,2019
Aviation,U.S. International Commercial Flights (Departures),9/23/2019,"4,053",39,2019
Aviation,U.S. International Commercial Flights (Departures),9/24/2019,"3,843",39,2019
Aviation,U.S. International Commercial Flights (Departures),9/25/2019,"4,013",39,2019
Aviation,U.S. International Commercial Flights (Departures),9/26/2019,"4,137",39,2019
Aviation,U.S. International Commercial Flights (Departures),9/27/2019,"4,116",39,2019
Aviation,U.S. International Commercial Flights (Departures),9/28/2019,"4,194",39,2019
Aviation,U.S. International Commercial Flights (Departures),9/29/2019,"4,139",40,2019
Aviation,U.S. International Commercial Flights (Departures),9/30/2019,"4,035",40,2019
Aviation,U.S. International Commercial Flights (Departures),10/1/2019,"3,836",40,2019
Aviation,U.S. International Commercial Flights (Departures),10/2/2019,"4,016",40,2019
Aviation,U.S. International Commercial Flights (Departures),10/3/2019,"4,121",40,2019
Aviation,U.S. International Commercial Flights (Departures),10/4/2019,"4,164",40,2019
Aviation,U.S. International Commercial Flights (Departures),10/5/2019,"4,209",40,2019
Aviation,U.S. International Commercial Flights (Departures),10/6/2019,"4,196",41,2019
Aviation,U.S. International Commercial Flights (Departures),10/7/2019,"4,079",41,2019
Aviation,U.S. International Commercial Flights (Departures),10/8/2019,"3,912",41,2019
Aviation,U.S. International Commercial Flights (Departures),10/9/2019,"4,026",41,2019
Aviation,U.S. International Commercial Flights (Departures),10/10/2019,"4,157",41,2019
Aviation,U.S. International Commercial Flights (Departures),10/11/2019,"4,135",41,2019
Aviation,U.S. International Commercial Flights (Departures),10/12/2019,"4,135",41,2019
Aviation,U.S. International Commercial Flights (Departures),10/13/2019,"4,118",42,2019
Aviation,U.S. International Commercial Flights (Departures),10/14/2019,"4,106",42,2019
Aviation,U.S. International Commercial Flights (Departures),10/15/2019,"3,915",42,2019
Aviation,U.S. International Commercial Flights (Departures),10/16/2019,"4,012",42,2019
Aviation,U.S. International Commercial Flights (Departures),10/17/2019,"4,108",42,2019
Aviation,U.S. International Commercial Flights (Departures),10/18/2019,"4,187",42,2019
Aviation,U.S. International Commercial Flights (Departures),10/19/2019,"4,236",42,2019
Aviation,U.S. International Commercial Flights (Departures),10/20/2019,"4,162",43,2019
Aviation,U.S. International Commercial Flights (Departures),10/21/2019,"4,095",43,2019
Aviation,U.S. International Commercial Flights (Departures),10/22/2019,"3,875",43,2019
Aviation,U.S. International Commercial Flights (Departures),10/23/2019,"3,975",43,2019
Aviation,U.S. International Commercial Flights (Departures),10/24/2019,"4,109",43,2019
Aviation,U.S. International Commercial Flights (Departures),10/25/2019,"4,152",43,2019
Aviation,U.S. International Commercial Flights (Departures),10/26/2019,"4,148",43,2019
Aviation,U.S. International Commercial Flights (Departures),10/27/2019,"4,073",44,2019
Aviation,U.S. International Commercial Flights (Departures),10/28/2019,"3,912",44,2019
Aviation,U.S. International Commercial Flights (Departures),10/29/2019,"3,697",44,2019
Aviation,U.S. International Commercial Flights (Departures),10/30/2019,"3,858",44,2019
Aviation,U.S. International Commercial Flights (Departures),10/31/2019,"3,854",44,2019
Aviation,U.S. International Commercial Flights (Departures),11/1/2019,"3,979",44,2019
Aviation,U.S. International Commercial Flights (Departures),11/2/2019,"4,198",44,2019
Aviation,U.S. International Commercial Flights (Departures),11/3/2019,"4,101",45,2019
Aviation,U.S. International Commercial Flights (Departures),11/4/2019,"3,911",45,2019
Aviation,U.S. International Commercial Flights (Departures),11/5/2019,"3,675",45,2019
Aviation,U.S. International Commercial Flights (Departures),11/6/2019,"3,806",45,2019
Aviation,U.S. International Commercial Flights (Departures),11/7/2019,"3,919",45,2019
Aviation,U.S. International Commercial Flights (Departures),11/8/2019,"4,012",45,2019
Aviation,U.S. International Commercial Flights (Departures),11/9/2019,"4,256",45,2019
Aviation,U.S. International Commercial Flights (Departures),11/10/2019,"4,063",46,2019
Aviation,U.S. International Commercial Flights (Departures),11/11/2019,"3,810",46,2019
Aviation,U.S. International Commercial Flights (Departures),11/12/2019,"3,716",46,2019
Aviation,U.S. International Commercial Flights (Departures),11/13/2019,"3,898",46,2019
Aviation,U.S. International Commercial Flights (Departures),11/14/2019,"4,021",46,2019
Aviation,U.S. International Commercial Flights (Departures),11/15/2019,"4,091",46,2019
Aviation,U.S. International Commercial Flights (Departures),11/16/2019,"4,252",46,2019
Aviation,U.S. International Commercial Flights (Departures),11/17/2019,"4,061",47,2019
Aviation,U.S. International Commercial Flights (Departures),11/18/2019,"3,978",47,2019
Aviation,U.S. International Commercial Flights (Departures),11/19/2019,"3,748",47,2019
Aviation,U.S. International Commercial Flights (Departures),11/20/2019,"3,920",47,2019
Aviation,U.S. International Commercial Flights (Departures),11/21/2019,"4,107",47,2019
Aviation,U.S. International Commercial Flights (Departures),11/22/2019,"4,159",47,2019
Aviation,U.S. International Commercial Flights (Departures),11/23/2019,"4,354",47,2019
Aviation,U.S. International Commercial Flights (Departures),11/24/2019,"4,100",48,2019
Aviation,U.S. International Commercial Flights (Departures),11/25/2019,"3,886",48,2019
Aviation,U.S. International Commercial Flights (Departures),11/26/2019,"3,780",48,2019
Aviation,U.S. International Commercial Flights (Departures),11/27/2019,"3,912",48,2019
Aviation,U.S. International Commercial Flights (Departures),11/28/2019,"3,446",48,2019
Aviation,U.S. International Commercial Flights (Departures),11/29/2019,"3,581",48,2019
Aviation,U.S. International Commercial Flights (Departures),11/30/2019,"4,324",48,2019
Aviation,U.S. International Commercial Flights (Departures),12/1/2019,"4,056",49,2019
Aviation,U.S. International Commercial Flights (Departures),12/2/2019,"3,949",49,2019
Aviation,U.S. International Commercial Flights (Departures),12/3/2019,"3,861",49,2019
Aviation,U.S. International Commercial Flights (Departures),12/4/2019,"3,927",49,2019
Aviation,U.S. International Commercial Flights (Departures),12/5/2019,"4,072",49,2019
Aviation,U.S. International Commercial Flights (Departures),12/6/2019,"4,050",49,2019
Aviation,U.S. International Commercial Flights (Departures),12/7/2019,"4,363",49,2019
Aviation,U.S. International Commercial Flights (Departures),12/8/2019,"4,170",50,2019
Aviation,U.S. International Commercial Flights (Departures),12/9/2019,"4,010",50,2019
Aviation,U.S. International Commercial Flights (Departures),12/10/2019,"3,808",50,2019
Aviation,U.S. International Commercial Flights (Departures),12/11/2019,"3,925",50,2019
Aviation,U.S. International Commercial Flights (Departures),12/12/2019,"4,120",50,2019
Aviation,U.S. International Commercial Flights (Departures),12/13/2019,"4,145",50,2019
Aviation,U.S. International Commercial Flights (Departures),12/14/2019,"4,379",50,2019
Aviation,U.S. International Commercial Flights (Departures),12/15/2019,"4,197",51,2019
Aviation,U.S. International Commercial Flights (Departures),12/16/2019,"4,077",51,2019
Aviation,U.S. International Commercial Flights (Departures),12/17/2019,"3,956",51,2019
Aviation,U.S. International Commercial Flights (Departures),12/18/2019,"4,156",51,2019
Aviation,U.S. International Commercial Flights (Departures),12/19/2019,"4,476",51,2019
Aviation,U.S. International Commercial Flights (Departures),12/20/2019,"4,537",51,2019
